StartDate,EndDate,IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,TAI_1,TAI_2,TAI_3,TAI_4,TAI_5,TAI_6,TAI_7,TAI_8,TAI_9,TAI_10,TAI_11,TAI_12,TAI_13,TAI_14,TAI_15,TAI_16,TAI_17,TAI_18,TAI_19,TAI_20,TAI_TOTAL,PANAS_P1,PANAS_N2,PANAS_P3,PANAS_N4,PANAS_P5,PANAS_N6,PANAS_N7,PANAS_N8,PANAS_P9,PANAS_P10,PANAS_N11,PANAS_P12,PANAS_N13,PANAS_P14,PANAS_N15,PANAS_P16,PANAS_P17,PANAS_N18,PANAS_P19,PANAS_N20,PANAS_P_TOTAL,PANAS_N_TOTAL,Setting,Setting_5_TEXT,Setting_Home,Setting_Home_4_TEXT,Setting_People,Setting_Interacting,Age,Occupation,Income,Income_Household,Rel_Status,Gender,Gender_15_TEXT,Research,MTurkCode,Group
5/3/18 17:50,5/3/18 17:52,174.71.72.91,111,5/3/18 17:52,R_1FEYJ3wqA1R66Nw,41.21130371,-95.94740295,EN,3,4,4,4,4,4,4,4,3,4,4,4,3,3,2,4,4,4,4,4,74,2,5,1,5,1,3,2,4,2,1,5,4,3,1,5,2,5,5,2,4,21,41,1,,1,,2,2,23,Student,4,3,3,1,,2,36110605,Mturk
5/3/18 17:50,5/3/18 17:52,98.214.244.195,159,5/3/18 17:52,R_1HdeZPRqAAwjExR,39.8296051,-88.94419861,EN,3,2,2,2,1,3,2,2,2,2,1,1,3,2,1,3,2,2,2,1,39,3,1,2,1,4,1,1,1,4,4,1,4,1,4,1,5,4,1,3,1,37,10,1,,1,,2,2,51,teacher,2,2,1,2,,2,66997483,Mturk
5/3/18 17:51,5/3/18 17:53,65.31.180.86,80,5/3/18 17:53,R_3n29uyCQGTsBotB,42.88630676,-87.88829803,EN,4,2,3,2,3,2,3,3,3,3,2,2,2,2,2,3,3,2,3,2,51,1,1,1,2,3,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,18,16,1,,3,,1,2,22,Online Freelancer,4,3,1,1,,1,6844099,Mturk
5/3/18 17:49,5/3/18 17:53,99.153.252.197,200,5/3/18 17:53,R_1kHMSS4YdKSsLDG,34.30209351,-118.7207947,EN,2,1,2,2,1,3,2,2,1,2,1,2,2,2,1,2,1,1,1,1,32,3,1,3,1,3,1,1,1,4,2,1,5,1,3,1,5,5,1,5,1,38,10,1,,1,,1,2,32,Instructor,7,2,1,1,,2,86446210,Mturk
5/3/18 17:50,5/3/18 17:53,97.124.101.53,204,5/3/18 17:53,R_UgOD4vWR0mWjDZT,33.32330322,-111.8244019,EN,3,2,1,2,3,3,3,2,2,3,2,2,3,3,1,3,2,3,3,3,49,2,2,2,3,4,2,3,3,3,3,4,2,3,3,2,3,3,2,3,4,28,28,1,,2,,2,2,27,merchandiser,3,40000,3,1,,1,13989774,Mturk
5/3/18 17:50,5/3/18 17:53,198.178.8.81,188,5/3/18 17:53,R_pcOAKGQbH5Muq1b,39.73880005,-104.4083023,EN,3,1,2,2,2,2,2,2,2,2,1,1,2,3,1,3,2,2,2,2,39,4,3,3,2,4,1,1,1,3,3,2,2,1,3,1,4,3,2,4,1,33,15,2,,5,,2,2,45,sales,8,3,3,1,,1,42938815,Mturk
5/3/18 17:51,5/3/18 17:53,75.38.182.192,93,5/3/18 17:53,R_2rPhSrT5VjWhuLe,42.5644989,-83.06469727,EN,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,39,3,1,2,1,2,1,1,1,3,2,2,3,1,2,1,2,3,1,2,1,24,11,1,,3,,1,2,32,HR,4,3,1,1,,1,57708017,Mturk
5/3/18 17:50,5/3/18 17:53,68.116.51.46,171,5/3/18 17:53,R_7R3p3sadIBTHCfL,42.3914032,-122.9366989,EN,3,2,2,2,1,3,4,4,4,2,1,1,2,2,1,3,4,3,2,4,50,4,4,2,2,5,3,2,1,2,4,2,4,5,4,2,5,4,1,3,1,37,23,2,,5,,1,2,30,social worker,8,3,3,2,,2,89710868,Mturk
5/3/18 17:51,5/3/18 17:53,174.213.28.35,119,5/3/18 17:53,R_29cSxqzTANBBwLU,34.22489929,-117.3760986,EN,4,4,4,3,4,4,1,3,3,2,4,3,2,1,4,2,3,3,1,4,59,4,3,3,1,5,4,1,3,2,5,5,5,1,4,4,1,4,1,4,4,37,27,1,,3,,1,2,34,Shelter manager ,4,4,3,2,,1,74839099,Mturk
5/3/18 17:49,5/3/18 17:53,98.253.64.41,230,5/3/18 17:53,R_w7qXBTETLPl5h0l,41.58430481,-87.37310028,EN,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,3,2,2,1,1,28,5,1,5,1,5,2,2,1,5,4,1,5,1,5,1,5,5,1,5,2,49,13,1,,4,Dining room,1,2,37,Investor,3,3,1,2,,2,2550020,Mturk
5/3/18 17:50,5/3/18 17:53,73.152.219.242,238,5/3/18 17:54,R_2vhKU0gZrCBSNSK,38.40339661,-82.35769653,EN,2,2,2,2,2,3,2,2,3,2,1,2,2,4,1,2,2,2,2,3,43,5,2,3,2,3,1,1,2,5,3,1,5,1,3,2,4,4,4,3,1,38,17,1,,3,,1,2,25,Teacher ,2,2,2,1,,1,61911617,Mturk
5/3/18 17:51,5/3/18 17:54,74.137.135.146,139,5/3/18 17:54,R_10SGUVz6r6RdpE9,38.32829285,-85.6957016,EN,2,1,1,1,1,3,1,1,1,2,1,1,2,2,1,2,1,1,2,1,28,3,1,3,1,3,1,1,1,2,3,1,3,1,2,1,4,3,1,3,1,29,10,1,,4,Office,1,2,32,Web Developer,2,3,1,1,,2,17614428,Mturk
5/3/18 17:48,5/3/18 17:54,76.24.194.76,336,5/3/18 17:54,R_3r0ouOMXTEXD20R,43.23449707,-71.52269745,EN,2,2,2,2,1,2,2,2,2,3,1,2,2,3,1,2,2,1,1,1,36,3,1,2,1,2,1,1,1,2,3,1,3,1,3,1,3,4,1,2,1,27,10,1,,1,,1,2,66,Manager,6,2,1,2,,1,68632349,Mturk
5/3/18 17:49,5/3/18 17:54,107.145.23.110,264,5/3/18 17:54,R_OHwkVueEnCA8nkJ,28.94039917,-81.30390167,EN,1,2,3,2,1,3,2,2,2,2,1,2,3,2,1,3,2,2,2,2,40,3,1,2,1,3,1,1,1,3,2,1,3,1,3,1,3,3,1,3,1,28,10,1,,3,,1,2,46,homemaker,8,6,3,2,,1,18890541,Mturk
5/3/18 17:51,5/3/18 17:54,73.75.151.81,158,5/3/18 17:54,R_2cjRoZtCY6IU7bw,41.667099,-85.96589661,EN,1,4,1,1,1,2,1,1,1,1,1,4,1,2,1,1,1,3,1,3,32,4,1,4,1,5,1,1,1,5,5,1,4,1,4,1,5,4,1,5,1,45,10,1,,3,,1,2,53,marketing,2,25000,3,1,,1,60853621,Mturk
5/3/18 17:49,5/3/18 17:54,68.107.182.99,261,5/3/18 17:54,R_1dEScuKhqJZCj2c,33.50909424,-112.0264969,EN,3,2,3,4,2,4,2,3,3,3,1,3,3,2,2,3,2,2,2,3,52,3,4,2,2,3,1,2,1,2,2,2,4,2,3,3,4,4,1,3,2,30,20,1,,3,,1,2,44,Artist,2,1,1,1,,2,21780223,Mturk
5/3/18 17:51,5/3/18 17:54,73.78.113.174,180,5/3/18 17:54,R_3luHI3pQzIfOqDw,39.48950195,-104.767601,EN,3,3,2,4,2,2,3,1,4,1,3,2,3,3,2,2,4,4,2,1,51,4,1,1,1,1,3,1,1,1,4,2,4,1,4,1,5,5,1,1,1,30,13,1,,1,,1,2,34,Stay at home mom who MTurks,7,3,3,2,,2,37628986,Mturk
5/3/18 17:49,5/3/18 17:54,67.184.95.227,317,5/3/18 17:54,R_3rNTrCjUcymFOn5,41.97340393,-88.20649719,EN,2,2,2,2,2,2,3,1,3,2,1,2,2,2,2,2,2,2,2,2,40,"1,4",1,2,1,2,1,1,1,3,4,2,3,1,3,1,4,3,1,3,1,NA,11,1,,1,,1,2,48,Administrative Assistant,7,4,3,2,,1,85638897,Mturk
5/3/18 17:52,5/3/18 17:54,96.59.81.173,121,5/3/18 17:54,R_1eCr7KPmrMPOZSO,27.88670349,-82.51170349,EN,2,2,1,3,1,4,2,1,1,1,1,1,2,1,1,1,3,1,2,3,34,4,1,4,1,4,2,3,1,4,3,1,4,1,4,2,5,4,1,3,2,39,15,1,,1,,1,2,40,Teacher,5,65000,2,1,,1,68849884,Mturk
5/3/18 17:53,5/3/18 17:54,73.43.88.83,95,5/3/18 17:54,R_3UjI77MndCGQl8t,33.72419739,-84.46829987,EN,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,2,1,2,1,3,40,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,14,11,1,,3,,1,2,28,QA,4,1,1,1,,2,84877183,Mturk
5/3/18 17:52,5/3/18 17:54,24.38.236.110,150,5/3/18 17:54,R_3ssRAzPIuUH1L94,41.206604,-73.17179871,EN,3,3,3,4,3,3,3,4,3,4,4,3,3,3,3,4,2,4,4,2,65,1,1,1,4,2,1,1,1,1,1,4,1,1,1,4,1,2,4,1,2,12,23,1,,3,,1,2,38,Teacher,4,9,3,2,,2,72311648,Mturk
5/3/18 17:48,5/3/18 17:54,38.132.117.106,390,5/3/18 17:54,R_3HtwqeuPJBw0PP1,37.75100708,-97.8219986,EN,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,32,5,3,4,2,5,1,1,1,5,4,2,4,1,5,2,5,5,2,5,2,47,17,1,,1,,4,2,30,nurse,3,2,3,2,,1,45258039,Mturk
5/3/18 17:51,5/3/18 17:55,184.100.54.206,194,5/3/18 17:55,R_2vcbxr5OYoqfmsN,44.06900024,-123.0825043,EN,2,2,2,3,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,38,5,2,3,1,4,1,1,1,4,4,2,4,1,5,1,4,3,1,4,2,40,13,1,,3,,1,2,33,Pharmacy Technician,3,1,1,1,,2,35438880,Mturk
5/3/18 17:52,5/3/18 17:55,67.161.168.152,184,5/3/18 17:55,R_2fA704xVQQkSX3H,38.68389893,-121.052597,EN,3,3,3,4,4,4,3,4,3,3,3,3,3,1,3,3,4,4,3,3,64,1,4,2,5,1,5,5,5,1,1,5,4,5,2,4,2,4,4,1,5,19,47,1,,3,,1,2,25,Student,13,7,3,1,,1,15668426,Mturk
5/3/18 17:52,5/3/18 17:55,108.232.39.22,208,5/3/18 17:55,R_SZuzhvnzXpVM2xH,35.460495,-97.3973999,EN,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,22,4,1,1,1,3,1,1,1,3,3,1,5,1,2,1,4,5,1,4,1,34,10,1,,3,,1,2,41,Customer Service Rep,2,3,1,2,,2,82283457,Mturk
5/3/18 17:53,5/3/18 17:55,70.190.188.38,138,5/3/18 17:55,R_1nTHIQPC8eBrVWI,33.65739441,-112.2462997,EN,3,3,2,2,2,3,3,3,3,2,1,4,3,2,2,3,2,3,3,3,52,4,2,1,2,3,1,1,1,1,2,2,4,1,3,2,4,4,1,2,1,28,14,1,,1,,1,2,43,homemaker,3,3,2,2,,2,74448481,Mturk
5/3/18 17:52,5/3/18 17:55,204.238.72.100,198,5/3/18 17:55,R_31MYmnPK3Ep5b58,31.85450745,-106.5329971,EN,2,2,3,2,2,4,3,2,2,2,1,2,3,3,2,2,3,3,2,2,47,2,1,3,2,3,1,1,1,2,4,2,4,1,2,2,2,3,2,4,1,29,14,2,,5,,1,2,46,Systems Analyst,7,3,1,2,,2,60652142,Mturk
5/3/18 17:53,5/3/18 17:55,73.231.19.8,134,5/3/18 17:55,R_1N8Qitgmly2oDlc,34.95559692,-120.5027008,EN,2,3,2,3,2,3,2,2,2,2,2,2,4,2,3,2,2,2,2,1,45,3,2,4,4,4,2,2,2,4,4,2,4,2,4,2,4,4,4,4,1,39,23,1,,3,,1,2,23,Self employed,4,4,1,1,,1,99562659,Mturk
5/3/18 17:50,5/3/18 17:55,73.115.127.132,300,5/3/18 17:55,R_3ikycGw3BHsvz6v,29.75100708,-95.61299896,EN,2,2,2,2,1,2,1,1,2,2,1,2,4,3,1,3,2,3,2,2,40,3,1,3,1,3,1,1,1,3,4,1,4,1,4,1,5,4,1,4,1,37,10,1,,1,,1,2,30,Caregiver,1,2,1,2,,2,88376519,Mturk
5/3/18 17:54,5/3/18 17:56,96.236.120.90,100,5/3/18 17:56,R_1ezVfyjR2mCGtBy,42.43190002,-73.0739975,EN,4,3,3,2,2,2,3,2,2,4,1,3,3,3,2,2,3,3,3,2,52,2,3,3,3,3,2,4,2,3,3,2,2,4,1,2,2,2,3,3,2,24,27,1,,3,,2,2,33,gov,4,1,1,1,,1,65020283,Mturk
5/3/18 17:52,5/3/18 17:56,73.12.82.222,228,5/3/18 17:56,R_vqUs1pYPdhZZjLH,36.6006012,-79.85449982,EN,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,32,5,1,3,1,3,1,1,1,4,3,1,4,1,4,1,4,4,1,4,1,38,10,1,,1,,1,2,60,writer/editor,4,2,3,1,,2,74807886,Mturk
5/3/18 17:50,5/3/18 17:56,75.120.19.10,383,5/3/18 17:56,R_12yxl1ZFBYOPu3A,33.51289368,-86.33979797,EN,4,3,4,4,3,4,4,4,4,3,2,4,4,4,3,4,4,4,4,2,72,2,5,1,2,1,2,4,1,1,1,2,3,2,1,5,1,3,4,1,4,15,31,1,,1,,1,2,52,Unemployed,1,2,3,2,,2,70894935,Mturk
5/3/18 17:52,5/3/18 17:56,72.23.64.240,214,5/3/18 17:56,R_27DPxJU0jaW70J6,39.67170715,-76.05460358,EN,1,3,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,32,5,1,3,1,3,1,1,1,2,3,2,5,1,2,2,5,5,2,3,1,36,13,1,,3,,1,2,39,Web Developer,1,1,1,1,,2,13345353,Mturk
5/3/18 17:53,5/3/18 17:56,173.169.35.60,166,5/3/18 17:56,R_yL1M9czYEzHzNXr,28.21580505,-82.6595993,EN,3,3,3,3,3,3,4,2,3,3,1,3,2,3,2,3,2,3,3,2,54,3,2,2,1,2,1,1,1,2,3,2,3,1,1,3,3,4,2,3,1,26,15,1,,1,,1,2,42,customer service,5,2,3,2,,1,22462246,Mturk
5/3/18 17:52,5/3/18 17:56,74.192.24.231,223,5/3/18 17:56,R_8bQj96boRjuoe8V,36.39810181,-97.96620178,EN,3,2,4,3,2,3,3,2,4,3,1,3,3,3,2,2,3,2,3,3,54,3,2,4,1,4,1,1,1,3,4,1,2,1,4,1,5,3,1,4,1,36,11,1,,1,,1,2,26,Online Seller,3,3,1,1,,2,90305050,Mturk
5/3/18 17:53,5/3/18 17:56,99.127.44.84,178,5/3/18 17:56,R_273eiPVN8YIzpIE,35.73260498,-78.85030365,EN,3,3,3,3,3,4,3,4,3,4,1,4,3,3,4,3,4,3,2,2,62,5,3,3,2,2,3,2,1,4,4,1,4,2,4,4,4,5,2,3,2,38,22,1,,3,,1,2,28,cost estimator ,3,3,1,1,,2,98456299,Mturk
5/3/18 17:55,5/3/18 17:57,108.91.142.236,128,5/3/18 17:57,R_8pk058HHpotC1RD,35.74630737,-78.72389984,EN,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,2,3,3,2,3,44,4,2,3,2,4,2,2,2,4,3,2,4,2,4,3,3,4,2,5,2,38,21,1,,3,,1,2,30,Marketing,4,1,1,1,,2,68831403,Mturk
5/3/18 17:55,5/3/18 17:58,73.233.161.114,190,5/3/18 17:58,R_3Lihi7Cxja74s9f,39.96429443,-75.14440155,EN,3,2,3,3,2,4,3,2,3,3,2,2,2,3,2,3,1,3,3,3,52,3,3,3,2,2,3,2,1,3,2,2,4,1,3,4,3,3,4,4,4,30,26,1,,1,,1,2,23,Psychotherapist ,4,2,3,2,,2,4865749,Mturk
5/3/18 17:52,5/3/18 17:58,173.113.97.175,363,5/3/18 17:58,R_1f7xBlJBVBNMg10,42.78529358,-83.58640289,EN,3,1,3,2,2,3,2,1,1,3,1,2,3,2,2,3,2,1,2,2,41,2,2,3,2,3,1,1,2,3,3,2,3,2,4,1,3,4,1,4,1,32,15,1,,1,,1,2,33,manager,2,2,1,1,,1,50901954,Mturk
5/3/18 17:52,5/3/18 17:58,73.145.43.209,333,5/3/18 17:58,R_1NaIiPvI5DP2x2P,42.10150146,-84.22589874,EN,3,2,4,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,56,4,2,2,3,2,3,3,1,2,2,2,3,3,2,3,2,3,2,3,3,25,25,1,,1,,1,2,63,RETIRED-USED TO BE IN SOCIAL SERVICES,2,1,1,2,,2,57626839,Mturk
5/3/18 17:55,5/3/18 17:58,50.109.15.203,206,5/3/18 17:59,R_2uqRtmeG8pge4o0,36.33650208,-88.67140198,EN,4,4,2,4,4,3,4,4,4,4,3,4,2,4,4,4,4,4,3,4,73,2,5,3,5,1,2,3,4,3,2,5,2,2,1,4,2,3,1,2,5,21,36,1,,1,,2,2,25,Student,1,3,3,2,,2,42000449,Mturk
5/3/18 17:53,5/3/18 17:59,68.227.13.106,322,5/3/18 17:59,R_WchBvZurKrzSuw9,36.06010437,-115.2757034,EN,2,2,1,1,2,2,2,2,3,1,3,2,2,3,2,1,4,2,2,2,41,2,3,2,2,4,1,1,3,5,4,2,4,2,5,2,3,5,1,5,2,39,19,1,,3,,1,2,25,Health Care,8,1,1,1,,2,46693449,Mturk
5/3/18 17:58,5/3/18 18:01,72.229.146.86,158,5/3/18 18:01,R_2yaBHfoIKLr3xfH,40.8625946,-73.92179871,EN,2,3,3,3,2,3,3,2,2,3,2,3,3,2,3,3,2,2,3,2,51,3,1,3,2,2,3,1,1,2,3,3,3,1,3,4,3,3,2,3,2,28,20,1,,1,,1,2,25,Social Worker,4,2,2,2,,2,98942361,Mturk
5/3/18 17:55,5/3/18 18:01,69.176.35.184,372,5/3/18 18:01,R_uqXTOtsLldsC22J,37.31689453,-82.63960266,EN,3,1,2,2,1,3,3,2,1,3,2,1,3,2,1,2,1,1,2,1,37,2,2,1,2,2,2,1,1,1,1,3,3,1,2,1,1,3,1,3,1,19,15,1,,3,,1,2,30,Transportation driver,1,1,1,1,,2,42835254,Mturk
5/3/18 18:00,5/3/18 18:02,66.171.36.142,90,5/3/18 18:02,R_2P72jD7SKFrkTmQ,41.48750305,-81.67240143,EN,3,2,3,3,4,4,2,3,3,4,2,3,1,1,2,1,4,3,1,3,52,4,3,2,4,2,3,3,3,4,4,3,3,4,3,3,4,4,4,4,4,34,34,2,,5,,1,2,31,manager,3,35845,1,1,,1,71775287,Mturk
5/3/18 17:58,5/3/18 18:02,64.107.147.130,208,5/3/18 18:02,R_337tGqfkSmwZUxS,41.50610352,-87.73699951,EN,3,2,3,1,1,3,3,4,3,2,1,1,2,2,1,2,2,2,2,4,44,4,1,3,1,4,1,1,1,4,4,2,4,1,4,1,5,4,1,4,1,40,11,3,,5,,6,2,56,Unemployed,4,1,1,2,,2,62398986,Mturk
5/3/18 17:58,5/3/18 18:02,97.115.230.51,228,5/3/18 18:02,R_2rInm3bBgZ74WV6,32.25720215,-111.0809021,EN,3,2,3,3,1,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,41,3,3,3,2,2,1,1,1,1,1,2,2,1,4,2,4,3,1,1,1,24,15,1,,3,,1,2,33,admin,4,1,1,2,,1,65545728,Mturk
5/3/18 17:57,5/3/18 18:02,172.56.28.237,349,5/3/18 18:02,R_2YobUrLTKFf2i3X,39.99259949,-75.14109802,EN,1,1,1,4,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,28,5,4,5,4,3,1,1,4,5,1,1,4,1,5,4,4,5,1,5,1,42,22,1,,3,,1,2,30,Transportation,2,1,1,1,,1,97814113,Mturk
5/3/18 18:00,5/3/18 18:03,73.107.79.36,159,5/3/18 18:03,R_2Sf6PFhS9ZlxW3g,26.69630432,-81.94290161,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,21,5,1,2,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,47,10,1,,1,,1,2,61,ASST ADMIN,2,25000,2,2,,1,52698033,Mturk
5/3/18 18:01,5/3/18 18:03,108.208.221.62,141,5/3/18 18:03,R_3rHBb6kmOx8Qdng,42.36309814,-89.03320313,EN,3,2,2,2,2,3,3,2,2,3,2,2,3,3,1,2,3,3,3,2,48,"2,4",2,2,1,4,2,4,2,4,1,2,5,2,3,2,2,2,2,2,2,NA,21,2,,2,,1,2,27,cashier,4,1,2,1,,1,28495791,Mturk
5/3/18 18:04,5/3/18 18:06,99.203.20.176,125,5/3/18 18:06,R_2sYcOFzzdQkdq0y,35.33659363,-80.79579926,EN,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,24,4,1,2,1,3,1,1,1,3,3,1,2,1,3,1,4,3,1,3,1,30,10,1,,3,,1,2,36,Consultant ,7,3,3,2,,1,59321762,Mturk
5/3/18 18:04,5/3/18 18:07,45.24.192.234,188,5/3/18 18:07,R_11dv3AhFtINGpXt,41.66040039,-83.44799805,EN,3,3,3,3,2,3,3,1,4,3,2,2,3,4,3,3,3,4,3,2,57,4,3,2,2,3,2,2,1,3,4,2,4,1,1,2,4,5,1,3,1,33,17,1,,1,,1,2,33,Teacher,4,2,3,2,,1,82535611,Mturk
